age,job,default,balance,housing,loan,month,duration,campaign,previous,poutcome,y
45,2,0,1410,1,0,8,44,8,0,3,0
34,1,0,577,0,0,8,337,1,0,3,0
49,2,0,-63,1,0,8,416,2,0,3,0
49,7,0,892,0,0,8,102,2,0,3,0
37,0,0,-113,1,0,8,5,2,0,3,0
57,9,0,3240,1,0,8,129,2,0,3,0
40,1,0,3658,1,0,8,977,1,0,3,0
57,5,0,3545,1,0,8,138,2,0,3,0
45,10,0,1292,1,0,8,70,2,0,3,0
61,5,0,4248,1,0,8,71,1,0,3,0
54,4,0,155,1,0,8,75,1,0,3,0
46,1,0,501,1,0,8,230,2,0,3,0
51,0,0,658,1,0,8,369,1,0,3,0
42,1,0,3743,1,0,8,136,1,0,3,0
42,1,0,329,1,0,8,22,4,0,3,0
60,4,0,703,1,0,8,378,1,0,3,0
41,1,0,7735,1,0,8,240,1,0,3,0
41,7,0,455,1,0,8,80,1,0,3,0
55,1,0,831,1,0,8,144,1,0,3,0
46,7,0,1757,1,0,8,380,4,0,3,0
54,1,0,1480,1,0,8,108,1,0,3,0
51,1,0,7180,1,0,8,927,1,0,3,1
47,7,0,4906,1,0,8,389,1,0,3,0
35,4,0,592,0,1,8,192,1,0,3,0
30,1,0,128,1,0,8,273,1,0,3,0
32,4,0,160,1,0,8,48,1,0,3,0
35,1,0,441,1,0,8,8,1,0,3,0
48,1,0,8982,1,0,8,628,1,0,3,0
36,7,0,338,0,0,8,90,1,0,3,0
53,7,0,10749,1,0,8,221,1,0,3,0
48,9,0,638,1,0,8,217,1,0,3,0
42,7,0,737,1,0,8,762,2,0,3,0
38,7,0,7695,1,0,8,193,2,0,3,0
32,0,0,91,1,0,8,302,2,0,3,0
51,10,0,760,1,0,8,411,1,0,3,0
34,1,0,683,1,0,8,245,2,0,3,0
43,1,0,1311,1,0,8,746,1,0,3,0
50,1,0,606,1,0,8,673,2,0,3,0
44,1,0,0,1,0,8,220,7,0,3,0
25,7,0,192,1,0,8,232,1,0,3,0
60,1,0,751,1,0,8,115,3,0,3,0
32,9,0,10600,0,0,8,485,2,0,3,0
44,0,0,447,1,1,8,106,5,0,3,0
26,8,0,3096,1,0,8,107,1,0,3,0
36,0,0,998,1,0,8,1044,2,0,3,0
29,2,0,303,1,0,8,180,4,0,3,0
29,4,0,1952,1,0,8,354,1,0,3,0
42,1,0,171,1,0,8,55,1,0,3,0
32,1,0,116,0,0,8,392,1,0,3,0
37,0,0,766,1,0,8,123,1,0,3,0
50,0,1,-500,1,0,8,148,3,0,3,0
44,1,0,2017,1,0,8,74,3,0,3,0
43,9,0,672,1,0,8,267,8,0,3,0
41,7,0,450,1,0,8,374,2,0,3,0
45,0,0,-31,1,0,8,295,2,0,3,0
41,0,0,5426,1,0,8,149,2,0,3,0
57,9,0,629,1,0,8,226,2,0,3,0
34,6,0,2800,1,0,8,668,1,0,3,0
47,7,0,1549,1,0,8,95,6,0,3,0
49,9,0,6050,1,0,8,229,2,0,3,0
58,1,0,1406,1,0,8,252,3,0,3,0
51,10,0,425,1,0,8,286,14,0,3,0
30,4,0,-328,1,0,8,242,5,0,3,0
47,7,0,430,1,1,8,335,1,0,3,0
29,9,0,6911,0,0,8,323,5,0,3,0
51,1,0,111,1,0,8,140,1,0,3,0
49,3,0,1158,1,0,8,159,3,0,3,0
43,7,0,823,1,0,8,293,3,0,3,0
41,1,0,410,1,0,8,85,4,0,3,0
29,0,0,1028,1,0,8,343,1,0,3,0
42,1,0,1288,1,0,8,295,1,0,3,0
34,1,1,-115,1,0,8,360,1,0,3,0
44,4,0,474,1,1,8,183,4,0,3,0
44,7,0,2416,1,0,8,304,3,0,3,0
30,4,0,233,1,0,8,382,10,0,3,0
26,1,0,277,0,0,8,514,2,0,3,0
28,9,0,280,1,0,8,142,3,0,3,0
42,9,0,2106,1,1,8,162,2,0,3,0
40,3,0,2610,1,0,8,301,3,0,3,0
49,5,0,329,1,0,8,264,2,0,3,0
42,0,0,1811,1,0,8,150,1,0,3,0
29,0,0,387,1,1,8,49,1,0,3,0
47,1,0,6439,1,0,8,326,3,0,3,0
42,4,0,1333,1,0,8,468,2,0,3,0
45,7,0,864,1,0,8,183,2,0,3,0
29,0,0,900,1,0,8,339,1,0,3,0
41,9,0,744,1,0,8,125,1,0,3,0
40,1,0,4370,1,0,8,232,2,0,3,0
48,0,0,6532,1,0,8,312,5,0,3,0
41,1,0,348,1,0,8,423,2,0,3,0
60,5,0,2077,1,0,8,163,1,0,3,0
44,4,0,1945,0,0,8,191,1,0,3,0
49,6,0,21,1,0,8,248,1,0,3,0
47,4,0,4556,1,0,8,146,1,0,3,0
48,9,0,1764,1,0,8,125,2,0,3,0
44,0,0,248,1,0,8,234,1,0,3,0
28,1,0,0,0,0,8,17,24,0,3,0
31,7,0,37,1,0,8,546,1,0,3,0
29,1,0,236,1,0,8,554,1,0,3,0
28,8,0,246,1,0,8,162,4,0,3,0
43,7,0,206,1,0,8,436,1,0,3,0
32,7,0,162,1,0,8,297,2,0,3,0
44,9,0,976,1,0,8,302,2,0,3,0
42,9,0,645,1,1,8,349,5,0,3,0
45,1,0,1794,1,0,8,174,2,0,3,0
31,0,0,358,1,0,8,180,1,0,3,0
48,9,0,9131,1,0,8,902,5,0,3,0
45,1,0,532,1,0,8,137,2,0,3,0
27,1,0,1150,1,0,8,282,1,0,3,0
55,1,0,680,1,0,8,321,1,0,3,0
45,2,0,245,1,0,8,126,3,0,3,0
50,10,0,-13,1,0,8,554,1,0,3,0
44,10,0,728,1,0,8,21,11,0,3,0
45,0,0,137,1,0,8,427,1,0,3,0
51,3,0,289,0,0,8,97,5,0,3,0
30,1,0,609,1,0,8,402,1,0,3,0
43,1,0,15740,1,0,8,252,2,0,3,0
41,1,0,574,1,0,8,449,2,0,3,0
30,1,0,1480,1,0,8,360,2,0,3,0
41,1,0,343,1,0,8,89,7,0,3,0
29,1,0,424,1,1,8,241,2,0,3,0
31,0,0,413,1,0,8,574,2,0,3,0
40,9,0,277,1,0,8,274,2,0,3,0
41,1,0,2157,1,0,8,154,2,0,3,0
43,0,0,738,1,0,8,71,4,0,3,0
43,1,0,-101,1,0,8,122,4,0,3,0
50,2,0,-52,1,0,8,166,4,0,3,0
40,10,0,262,1,0,8,163,5,0,3,0
23,1,0,-95,1,0,8,167,3,0,3,0
37,0,0,66,1,0,8,91,7,0,3,0
47,1,0,3630,1,0,8,133,4,0,3,0
29,1,0,294,1,0,8,594,2,0,3,0
46,9,0,1465,1,0,8,86,2,0,3,0
31,0,0,0,1,0,8,40,2,0,3,0
57,9,0,5961,1,0,8,166,3,0,3,0
54,1,0,1487,1,0,8,302,16,0,3,0
44,1,0,-295,1,0,8,303,4,0,3,0
36,1,0,0,0,0,8,636,6,0,3,0
54,1,0,219,1,0,8,341,5,0,3,0
38,9,0,1442,1,1,8,483,3,0,3,0
38,1,0,360,1,0,8,220,2,0,3,0
40,1,0,339,1,0,8,234,2,0,3,0
46,9,0,1427,1,0,8,32,3,0,3,0
41,0,0,30,1,0,8,211,3,0,3,0
33,4,0,483,1,0,8,738,2,0,3,0
36,0,0,402,1,0,8,482,2,0,3,0
59,5,0,5678,1,0,8,238,2,0,3,0
49,1,0,0,0,0,8,370,2,0,3,0
49,1,0,2631,1,0,8,76,2,0,3,0
44,1,0,112,1,0,8,225,2,0,3,0
38,0,0,664,1,0,8,256,2,0,3,0
44,9,0,2626,1,0,8,567,3,0,3,0
43,9,0,28,1,0,8,2241,4,0,3,0
42,1,0,321,1,0,8,147,3,0,3,0
41,0,0,1794,1,0,8,135,2,0,3,0
52,7,0,989,1,0,8,260,2,0,3,0
41,9,0,6029,1,0,8,254,2,0,3,0
29,1,0,416,1,0,8,1118,2,0,3,0
36,1,0,-389,1,0,8,76,9,0,3,0
42,1,0,1260,1,0,8,79,3,0,3,0
34,4,0,82,0,0,8,94,6,0,3,0
35,9,0,94,1,1,8,208,5,0,3,0
41,1,0,5291,1,0,8,1423,3,0,3,1
57,5,0,3401,1,0,8,271,2,0,3,0
46,6,0,0,1,1,8,166,5,0,3,0
58,0,0,-1196,1,1,8,256,4,0,3,0
50,1,0,810,1,0,8,19,14,0,3,0
57,9,0,3105,1,0,8,173,11,0,3,0
47,9,0,351,1,0,8,367,3,0,3,0
46,1,0,2612,1,0,8,414,2,0,3,0
47,1,0,556,1,0,8,227,4,0,3,0
49,1,0,380,1,0,8,349,2,0,3,0
49,1,0,953,1,0,8,278,2,0,3,0
26,1,0,786,1,1,8,103,5,0,3,0
52,4,0,601,1,0,8,249,2,0,3,0
47,4,0,651,1,0,8,143,3,0,3,0
43,9,0,0,1,0,8,37,3,0,3,0
20,8,0,79,1,0,8,168,3,0,3,0
43,7,0,0,1,0,8,260,3,0,3,0
53,0,0,4464,1,0,8,162,3,0,3,0
40,6,0,422,1,0,8,187,3,0,3,0
52,9,0,598,0,0,8,266,2,0,3,0
43,9,0,123,0,0,8,279,2,0,3,0
55,4,0,0,1,0,8,159,2,0,3,0
41,2,0,718,1,0,8,318,2,0,3,0
36,1,0,-406,1,1,8,104,3,0,3,0
57,4,0,3625,1,0,8,747,3,0,3,0
30,0,1,-35,1,0,8,1204,4,0,3,0
41,4,0,1132,0,0,8,95,4,0,3,0
56,7,0,1121,1,0,8,176,2,0,3,0
44,1,0,3407,1,0,8,179,2,0,3,0
45,1,0,827,1,0,8,319,5,0,3,0
43,5,0,471,0,1,8,114,2,0,3,0
50,9,0,2938,1,0,8,170,5,0,3,0
26,1,0,-219,1,1,8,311,5,0,3,0
34,7,0,719,1,0,8,362,3,0,3,0
39,0,0,-439,1,0,8,347,8,0,3,0
32,4,0,0,1,0,8,86,4,0,3,0
46,7,0,74,1,0,8,101,4,0,3,0
58,4,0,44,1,0,8,288,2,0,3,0
54,2,0,52,1,0,8,44,3,0,3,0
40,7,0,581,1,0,8,1013,3,0,3,0
42,4,0,860,1,0,8,90,3,0,3,0
42,10,0,259,1,0,8,155,6,0,3,0
50,1,0,95,1,0,8,468,5,0,3,0
50,4,0,-516,1,0,8,226,2,0,3,0
42,3,0,5774,1,0,8,54,2,0,3,0
41,1,0,1384,1,0,8,1162,4,0,3,1
50,1,0,5131,1,0,8,114,2,0,3,0
42,0,0,2918,1,0,8,349,2,0,3,0
46,0,0,556,1,1,8,646,3,0,3,1
48,0,0,2235,1,1,8,755,2,0,3,0
50,4,1,-143,1,0,8,305,3,0,3,0
52,9,0,1500,0,0,8,148,3,0,3,0
43,0,0,56831,0,0,8,243,1,0,3,0
57,4,0,2440,1,0,8,391,2,0,3,0
49,0,0,2040,1,0,8,204,1,0,3,0
30,4,0,678,1,0,8,236,4,0,3,0
52,9,0,5006,1,0,8,112,1,0,3,0
41,3,0,3291,1,0,8,125,4,0,3,0
47,7,0,543,1,0,8,141,1,0,3,0
46,0,0,4048,1,0,8,360,1,0,3,0
27,7,0,0,1,0,8,312,6,0,3,0
46,7,0,3269,1,0,8,366,1,0,3,0
53,2,0,420,1,0,8,100,1,0,3,0
51,5,0,0,0,0,8,70,1,0,3,0
47,9,0,201,1,0,8,254,1,0,3,0
60,5,0,2537,1,1,8,230,1,0,3,0
47,4,0,107,0,0,8,246,1,0,3,0
48,7,0,6127,1,0,8,97,1,0,3,0
45,1,0,4509,1,0,8,135,1,0,3,0
52,1,0,-191,1,0,8,755,1,0,3,1
53,5,0,183,1,0,8,73,1,0,3,0
54,9,0,2883,1,1,8,12,3,0,3,0
46,0,0,2515,1,1,8,65,1,0,3,0
48,0,0,1108,1,0,8,420,1,0,3,0
43,5,0,56,1,1,8,259,1,0,3,0
42,10,0,1270,1,0,8,192,1,0,3,0
56,5,0,1894,1,0,8,189,1,0,3,0
48,7,0,0,1,1,8,263,1,0,3,0
45,1,0,2217,1,0,8,126,1,0,3,0
51,0,0,1330,1,0,8,415,8,0,3,0
43,6,0,3173,0,0,8,746,1,0,3,1
42,9,0,2157,1,1,8,260,1,0,3,0
44,4,0,1033,1,0,8,71,1,0,3,0
40,7,0,4157,1,0,8,735,1,0,3,0
57,4,0,3381,1,0,8,75,1,0,3,0
42,9,0,1882,1,0,8,87,1,0,3,0
58,7,0,0,1,0,8,183,5,0,3,0
40,7,0,1927,1,0,8,62,1,0,3,0
49,7,0,3649,1,1,8,150,1,0,3,0
46,4,0,244,1,0,8,244,1,0,3,0
54,9,0,1705,1,0,8,367,2,0,3,0
60,2,0,1164,1,0,8,325,1,0,3,0
42,1,0,9359,1,0,8,197,1,0,3,0
43,1,0,1620,1,0,8,121,1,0,3,0
41,6,0,149,1,0,8,27,1,0,3,0
60,5,0,2479,1,1,8,157,1,0,3,0
51,2,0,6659,1,1,8,203,1,0,3,0
48,1,0,1913,1,0,8,115,1,0,3,0
41,1,0,1563,1,0,8,112,1,0,3,0
50,1,0,708,1,0,8,104,1,0,3,0
41,1,0,1172,1,0,8,153,1,0,3,0
60,5,0,2086,1,0,8,182,2,0,3,0
54,1,0,524,1,0,8,55,1,0,3,0
49,2,0,221,1,0,8,305,1,0,3,0
47,4,0,52,1,1,8,140,1,0,3,0
36,1,0,-175,1,0,8,180,2,0,3,0
45,1,0,-149,1,0,8,644,2,0,3,0
49,0,0,1530,1,0,8,173,1,0,3,0
47,1,0,-100,1,0,8,374,1,0,3,0
46,0,0,1934,0,1,8,240,1,0,3,0
29,4,0,137,1,1,8,1088,2,0,3,0
44,2,0,276,1,1,8,219,1,0,3,0
52,1,0,1758,1,0,8,41,1,0,3,0
33,1,0,49,1,0,8,558,6,0,3,0
43,1,0,960,1,0,8,436,1,0,3,0
45,1,0,959,1,0,8,463,1,0,3,0
42,1,0,1306,1,0,8,265,1,0,3,0
50,9,0,892,1,1,8,234,1,0,3,0
58,9,0,5618,1,0,8,113,1,0,3,0
50,1,0,605,1,0,8,200,1,0,3,0
56,1,0,5041,1,0,8,158,1,0,3,0
46,1,0,1004,1,0,8,34,1,0,3,0
44,1,0,116,1,0,8,160,1,0,3,0
52,0,0,225,1,0,8,167,1,0,3,0
55,7,0,697,1,0,8,206,1,0,3,0
44,1,0,2467,1,0,8,36,1,0,3,0
46,7,0,523,0,0,8,504,3,0,3,0
47,0,0,106,1,0,8,303,1,0,3,0
40,1,0,793,1,0,8,109,1,0,3,0
48,1,0,1757,1,0,8,90,1,0,3,0
34,3,0,87,1,0,8,139,2,0,3,0
46,1,0,1480,1,0,8,257,1,0,3,0
43,10,0,960,1,1,8,241,2,0,3,0
40,1,0,2651,1,0,8,94,1,0,3,0
39,2,0,0,1,0,8,171,10,0,3,0
57,5,0,3123,1,0,8,178,1,0,3,0
54,1,0,950,1,0,8,285,2,0,3,0
46,4,0,3714,1,0,8,86,1,0,3,0
41,7,0,957,1,0,8,326,4,0,3,0
47,7,0,3216,1,0,8,451,2,0,3,0
40,1,0,8150,1,0,8,347,1,0,3,0
50,1,0,2212,1,0,8,116,1,0,3,0
40,1,0,409,1,0,8,191,1,0,3,0
47,1,1,-1385,1,1,8,77,1,0,3,0
57,5,0,2516,1,0,8,1036,1,0,3,0
47,0,0,2354,1,0,8,303,1,0,3,0
44,1,0,560,1,0,8,80,1,0,3,0
47,1,0,5306,1,0,8,322,1,0,3,0
53,2,0,111,1,0,8,750,2,0,3,0
59,1,0,320,1,0,8,695,1,0,3,1
40,2,0,0,1,1,8,435,1,0,3,0
60,2,0,80,1,0,8,397,1,0,3,0
45,2,0,1953,1,0,8,95,3,0,3,0
57,1,0,2192,0,0,8,208,2,0,3,0
45,1,0,1992,1,0,8,163,1,0,3,0
44,1,0,146,1,0,8,483,1,0,3,1
21,7,0,0,1,1,8,168,5,0,3,0
42,4,0,2124,1,0,8,161,3,0,3,0
30,1,0,2,1,0,8,1000,1,0,3,0
57,2,0,1037,1,1,8,112,1,0,3,0
53,0,0,-394,1,0,8,599,2,0,3,0
51,4,0,6510,0,0,8,30,1,0,3,0
53,9,0,4323,1,0,8,58,5,0,3,0
54,9,0,4582,1,0,8,165,1,0,3,0
44,4,0,2400,1,0,8,74,1,0,3,0
56,5,0,1678,1,0,8,79,1,0,3,0
46,9,0,405,1,0,8,231,1,0,3,0
45,9,0,3583,1,0,8,191,1,0,3,0
42,1,0,666,1,0,8,202,3,0,3,0
49,0,0,716,1,0,8,1257,3,0,3,1
56,5,0,344,1,0,8,221,1,0,3,0
44,1,0,641,0,0,8,257,1,0,3,0
54,2,0,653,1,0,8,352,1,0,3,0
51,6,0,154,1,0,8,285,1,0,3,0
49,1,0,3018,1,0,8,93,1,0,3,0
45,0,0,660,1,0,8,71,2,0,3,0
58,5,0,2577,1,1,8,290,3,0,3,0
53,1,0,2785,1,0,8,1165,1,0,3,0
42,9,0,1865,1,0,8,164,1,0,3,0
49,11,0,341,1,1,8,520,2,0,3,1
53,0,0,1178,1,0,8,295,2,0,3,0
50,7,0,516,1,0,8,187,1,0,3,0
53,2,0,22370,1,0,8,106,1,0,3,0
26,1,0,800,1,0,8,219,1,0,3,0
46,4,0,1217,1,0,8,236,1,0,3,0
45,7,0,9077,1,0,8,139,1,0,3,0
50,2,0,461,1,0,8,651,32,0,3,1
42,1,0,597,1,0,8,124,1,0,3,0
42,4,0,9,1,0,8,98,3,0,3,0
54,7,0,7864,1,0,8,145,4,0,3,0
60,5,0,1224,1,0,8,120,1,0,3,0
49,1,0,2623,1,0,8,291,2,0,3,0
40,2,0,3676,1,1,8,101,1,0,3,0
45,1,0,953,1,0,8,417,3,0,3,0
40,1,0,1061,1,0,8,191,4,0,3,0
60,0,0,3020,1,0,8,131,1,0,3,0
42,1,0,3405,1,0,8,221,2,0,3,0
60,5,0,0,1,0,8,229,1,0,3,0
60,5,0,-208,1,0,8,104,1,0,3,0
41,1,0,849,1,0,8,72,1,0,3,0
60,1,0,3820,0,0,8,186,1,0,3,0
23,9,0,76,1,0,8,23,1,0,3,0
46,1,0,346,1,0,8,402,1,0,3,0
44,7,0,-22,1,0,8,37,1,0,3,0
29,1,0,874,1,0,8,68,5,0,3,0
34,1,0,298,1,0,8,182,1,0,3,0
59,7,0,7475,0,0,8,587,1,0,3,0
50,4,0,101,1,0,8,348,1,0,3,0
60,0,0,2667,1,0,8,140,1,0,3,0
49,1,0,2219,1,0,8,51,2,0,3,0
55,1,0,158,1,0,8,176,18,0,3,0
54,1,0,2933,1,0,8,144,2,0,3,0
42,1,0,-181,1,0,8,297,3,0,3,0
60,1,0,5788,1,0,8,203,2,0,3,0
47,7,0,2796,1,0,8,57,2,0,3,0
41,4,0,6526,0,0,8,334,3,0,3,0
47,0,0,1192,1,0,8,217,2,0,3,0
41,9,0,665,1,0,8,74,1,0,3,0
57,5,0,703,1,0,8,405,2,0,3,0
53,4,0,4928,1,0,8,738,7,0,3,0
44,1,0,1786,1,0,8,452,2,0,3,0
35,2,0,-68,1,1,8,203,4,0,3,0
41,3,0,38,1,0,8,230,7,0,3,0
28,8,0,0,1,0,8,133,3,0,3,0
55,0,0,1105,1,1,8,94,1,0,3,0
55,0,0,9039,1,0,8,187,6,0,3,0
40,7,0,-9,1,0,8,920,2,0,3,1
35,4,0,6,1,1,8,136,1,0,3,0
58,4,0,577,0,0,8,1244,3,0,3,0
25,4,0,6,1,1,8,225,1,0,3,0
43,9,0,78,1,0,8,80,1,0,3,0
29,7,0,20,1,0,8,431,1,0,3,0
46,1,0,87,0,0,8,78,1,0,3,0
41,0,0,-306,1,0,8,500,1,0,3,1
60,5,0,79,1,0,8,301,1,0,3,0
47,1,0,0,1,0,8,30,1,0,3,0
60,5,0,751,1,0,8,133,1,0,3,0
33,1,0,0,1,0,8,270,1,0,3,0
34,0,0,1704,1,0,8,218,2,0,3,0
57,0,0,0,1,0,8,215,2,0,3,0
42,7,0,8,1,0,8,299,1,0,3,0
47,1,0,39,1,0,8,160,1,0,3,0
33,9,0,20,1,0,8,172,4,0,3,0
43,9,0,293,1,0,8,49,1,0,3,0
40,4,0,157,1,0,8,68,2,0,3,0
35,1,0,487,1,0,8,117,1,0,3,0
26,9,0,192,1,0,8,477,1,0,3,0
53,1,0,136,1,0,8,99,1,0,3,0
55,1,0,1328,1,0,8,100,1,0,3,0
46,4,0,1038,1,1,8,200,3,0,3,0
24,7,0,51,1,1,8,187,2,0,3,0
47,1,0,3008,1,1,8,236,3,0,3,0
41,1,1,-204,1,0,8,50,7,0,3,0
55,7,0,2923,1,0,8,104,2,0,3,0
32,1,0,231,1,0,8,51,10,0,3,0
30,9,0,-256,1,0,8,51,5,0,3,0
54,7,0,234,1,0,8,140,3,0,3,0
41,9,0,288,1,0,8,221,4,0,3,0
42,4,0,1146,1,0,8,98,2,0,3,0
43,1,0,3060,1,0,8,253,2,0,3,0
54,0,0,907,1,0,8,71,1,0,3,0
56,4,0,334,1,0,8,127,2,0,3,0
54,6,0,1374,1,0,8,74,2,0,3,0
30,1,0,124,1,0,8,126,4,0,3,0
53,5,0,74,1,0,8,122,1,0,3,0
45,4,0,1363,1,0,8,657,5,0,3,0
41,1,0,680,1,0,8,173,2,0,3,0
28,1,0,86,1,1,8,918,1,0,3,0
58,0,0,1713,0,0,8,544,2,0,3,0
57,7,0,3990,1,0,8,309,2,0,3,0
54,0,0,3965,1,0,8,138,2,0,3,0
39,10,0,193,1,0,8,73,1,0,3,0
41,4,0,6060,1,0,8,71,2,0,3,0
60,7,0,132,1,0,8,29,1,0,3,0
42,4,0,1323,1,1,8,193,5,0,3,0
47,1,0,3237,1,0,8,198,3,0,3,0
41,2,0,252,0,0,8,57,2,0,3,0
46,1,0,84,1,0,8,49,1,0,3,0
45,4,0,0,1,0,8,197,4,0,3,0
48,7,0,848,1,0,8,98,1,0,3,0
57,7,0,84,1,0,8,59,1,0,3,0
54,1,0,190,1,0,8,196,2,0,3,0
30,9,0,1534,1,1,8,243,1,0,3,0
41,4,0,1278,1,0,8,344,2,0,3,0
46,1,0,252,1,0,8,570,2,0,3,0
35,1,0,1215,1,0,8,597,1,0,3,0
28,1,0,-457,1,0,8,43,9,0,3,0
58,4,0,347,0,0,8,525,1,0,3,0
35,9,0,0,1,0,8,759,1,0,3,0
25,9,0,468,1,0,8,147,1,0,3,0
56,9,0,28,1,0,8,236,1,0,3,0
41,7,0,323,1,0,8,122,6,0,3,0
44,4,0,38,1,0,8,152,2,0,3,0
36,10,1,-318,1,0,8,133,2,0,3,0
41,7,0,714,1,1,8,504,5,0,3,0
58,6,0,0,1,0,8,272,9,0,3,0
46,1,0,536,1,0,8,164,2,0,3,0
42,7,0,1048,1,0,8,51,1,0,3,0
58,9,0,49,1,0,8,75,2,0,3,0
53,0,0,-197,1,1,8,178,1,0,3,0
51,1,0,1779,1,0,8,99,2,0,3,0
38,3,0,1372,1,1,8,224,1,0,3,0
54,1,0,24,1,0,8,34,1,0,3,0
46,6,0,1934,1,0,8,236,3,0,3,0
39,4,0,9541,0,0,8,815,1,0,3,0
22,8,0,364,1,0,8,282,1,0,3,0
47,0,0,357,1,1,8,134,1,0,3,0
34,7,0,202,1,0,8,318,1,0,3,0
42,0,0,281,1,0,8,118,1,0,3,0
44,9,0,4580,1,0,8,911,2,0,3,1
45,7,0,4060,1,0,8,238,1,0,3,0
38,0,0,0,1,0,8,225,1,0,3,0
46,1,0,1114,1,0,8,490,3,0,3,0
34,9,0,4,1,0,8,644,1,0,3,0
41,9,0,536,1,0,8,76,3,0,3,0
27,1,0,431,1,0,8,286,2,0,3,0
56,10,0,2552,1,0,8,176,2,0,3,0
43,4,0,8016,1,0,8,422,3,0,3,0
34,4,1,-353,1,0,8,328,1,0,3,0
25,8,0,1139,1,0,8,22,3,0,3,0
35,10,0,494,1,0,8,71,4,0,3,0
46,2,0,676,1,1,8,106,3,0,3,0
32,0,0,287,0,0,8,465,3,0,3,0
55,9,0,741,1,0,8,973,2,0,3,0
40,5,0,1842,0,0,8,56,1,0,3,0
43,4,0,4004,1,0,8,190,2,0,3,0
41,2,0,102,0,0,8,323,1,0,3,0
33,1,0,279,1,0,8,113,1,0,3,0
32,4,0,6,1,0,8,228,1,0,3,0
39,9,0,644,1,0,8,110,1,0,3,0
42,4,0,497,0,0,8,84,22,0,3,0
33,9,0,402,1,1,8,59,1,0,3,0
32,7,0,401,1,0,8,294,2,0,3,0
46,0,0,31,1,0,8,144,1,0,3,0
42,1,0,-628,1,1,8,251,1,0,3,0
39,0,0,598,1,0,8,444,1,0,3,0
43,1,0,92,1,0,8,237,2,0,3,0
33,4,0,-625,1,0,8,399,1,0,3,0
59,4,0,2319,1,0,8,132,32,0,3,0
48,2,0,981,1,0,8,995,2,0,3,0
31,1,0,605,1,0,8,334,10,0,3,0
47,4,0,10399,1,0,8,59,2,0,3,0
54,9,0,784,1,1,8,579,1,0,3,0
48,1,0,680,1,0,8,387,4,0,3,0
33,4,0,893,1,0,8,279,9,0,3,0
27,7,0,94,1,0,8,352,2,0,3,0
47,0,0,257,1,0,8,484,11,0,3,0
56,1,0,739,1,0,8,95,1,0,3,0
26,9,0,2,1,1,8,461,1,0,3,0
55,4,1,-171,1,0,8,30,2,0,3,0
33,1,0,217,1,0,8,561,1,0,3,0
52,1,0,826,1,0,8,468,2,0,3,0
60,7,0,313,1,0,8,920,2,0,3,1
50,4,0,106,1,0,8,388,2,0,3,0
43,1,0,4520,1,0,8,100,4,0,3,0
29,4,0,10576,0,0,8,1224,2,0,3,1
54,4,0,366,1,0,8,589,1,0,3,0
30,0,0,370,1,0,8,160,1,0,3,0
50,4,0,4904,1,0,8,438,2,0,3,0
48,9,0,0,1,1,8,964,2,0,3,0
55,7,0,72,1,1,8,384,4,0,3,0
56,3,0,0,0,0,8,103,1,0,3,0
48,4,0,1103,1,0,8,52,1,0,3,0
36,1,0,1392,1,0,8,205,2,0,3,0
41,5,0,-233,1,0,8,1156,2,0,3,1
30,4,0,78,1,0,8,73,2,0,3,0
59,4,0,671,1,1,8,157,5,0,3,0
27,1,0,228,1,1,8,186,5,0,3,0
55,11,0,666,0,0,8,73,5,0,3,0
45,7,0,520,1,0,8,714,4,0,3,0
58,1,0,3501,1,0,8,544,3,0,3,0
44,9,0,185,1,0,8,194,2,0,3,0
43,1,0,108,1,1,8,420,4,0,3,0
59,5,0,1423,1,0,8,584,2,0,3,0
41,1,0,2453,1,0,8,1052,1,0,3,1
43,3,0,18,1,1,8,192,3,0,3,0
49,7,0,3061,1,0,8,155,2,0,3,0
44,1,0,0,1,0,8,226,6,0,3,0
48,1,0,559,1,0,8,1231,2,0,3,0
40,1,0,902,1,0,8,619,4,0,3,0
43,1,0,421,1,0,8,298,3,0,3,0
26,1,0,500,1,0,8,21,6,0,3,0
46,1,0,756,1,0,8,401,7,0,3,0
58,1,0,288,1,0,8,404,7,0,3,0
53,1,0,1140,1,0,8,241,32,0,3,0
56,7,0,2658,1,0,8,302,1,0,3,0
43,1,0,632,1,0,8,440,2,0,3,0
36,1,0,263,1,0,8,172,2,0,3,0
34,1,0,-17,1,0,8,319,7,0,3,0
51,1,0,701,1,0,8,1051,3,0,3,0
51,1,0,4497,1,0,8,276,3,0,3,0
45,1,0,810,1,0,8,213,4,0,3,0
54,1,0,-219,1,0,8,276,4,0,3,0
42,0,0,679,1,0,8,194,2,0,3,0
53,7,0,2925,1,0,8,1392,4,0,3,0
35,6,0,181,1,0,8,19,8,0,3,0
49,4,0,3840,1,0,8,146,4,0,3,0
55,9,0,2014,1,1,8,253,2,0,3,0
31,9,0,1819,1,0,8,226,2,0,3,0
52,1,0,665,1,0,8,57,4,0,3,0
50,3,0,395,1,0,8,419,2,0,3,0
32,7,0,55,1,0,8,546,9,0,3,0
34,1,0,326,1,1,8,150,2,0,3,0
42,9,0,1364,1,0,8,1867,6,0,3,1
33,4,1,-174,1,0,8,156,5,0,3,0
43,4,0,5670,1,0,8,184,2,0,3,0
31,1,0,1125,0,1,8,548,1,0,3,0
25,1,0,0,1,0,8,244,2,0,3,0
